code,text
"Complementing, expressing appreciation",Great work!
"Complementing, expressing appreciation",Great work!
"Complementing, expressing appreciation",Hey! Great content!
"Complementing, expressing appreciation",Thanks for your input Diego!
"Complementing, expressing appreciation",This is a great topic. I hope you dig deeper with it!
"Complementing, expressing appreciation","Hi Chistopher, thanks for your comments!"
"Complementing, expressing appreciation","Santiago,I really like that you chose data visualizations that were part of our lecture"
"Complementing, expressing appreciation","You also used the Kaggle site, which I recently discovered as a great data science tool."
"Complementing, expressing appreciation",Kudos!There was a post from DB 01 that focused on the popular US TV show called Buffy the Vampire Slayer. Your post is similar to that one because it shows that playing with data can be fun and cool.
"Complementing, expressing appreciation","Hi Daniel,Thanks for your comments."
"Complementing, expressing appreciation",Thank you for introducing me to the Lugo region. It looks beautiful.
"Complementing, expressing appreciation","If I understand your chart, I think you found an interesting way to show timeline, relative rates of disease, and relative numbers of patients. Nice work!"
"Complementing, expressing appreciation","Hello, Lyn. Thank you for you comment!"
"Complementing, expressing appreciation","Hello, Cathleen. Thank you for your response!"
"Complementing, expressing appreciation","Hello, Jan. Thank you for your expert view!You have pointed out many interesting thinks that connect with the reality of this particular region."
"Complementing, expressing appreciation",I’m personally very impressed by your graph.
"Complementing, expressing appreciation",You seemed to fully understand the programs that can be used to enhance your visualizations of big data.
"Complementing, expressing appreciation",Very interesting data.
"Complementing, expressing appreciation","Hi Valentina,I really like your use of the borough icons as filters in your dashboards!"
"Complementing, expressing appreciation",I think its a really thorough analysis!
"Complementing, expressing appreciation",i’ve never seen the data visualized like this so thoroughly.
"Complementing, expressing appreciation",This is fascinating and so well displayed.
"Complementing, expressing appreciation","Hi Valentina,Great job creating different views of the data you had."
"Complementing, expressing appreciation",Your analysis succeeded in finding interesting questions and areas of further exploration: the immigrant schools. Nice job!
"Complementing, expressing appreciation",Valentina great work!
"Complementing, expressing appreciation",I love that it is interactive and that the bubbles expand once hovered over.
"Complementing, expressing appreciation",I also really like your stacked bar graph.
"Complementing, expressing appreciation","Jorge,Wonderful work!"
"Complementing, expressing appreciation",You’ve selected a topic with fascinating public policy implications.
"Complementing, expressing appreciation",I thought you did a very good job in showing the big picture of the trends and then further breaking it down to understand why the overall trend is the way it is.
"Complementing, expressing appreciation",Thanks again for sharing this data story!
"Complementing, expressing appreciation",Thanks Dorris for feedback!
"Complementing, expressing appreciation",I think you make a valid point by stating that crime statisticscan be reported differently across countries.
"Complementing, expressing appreciation",Thank You for giving response anyway!
"Complementing, expressing appreciation",You put together a nice set of visualizations.
"Complementing, expressing appreciation","Great visualization, very informative."
"Complementing, expressing appreciation",these are great visualizations.
"Complementing, expressing appreciation",I particularly like the bar chart that compares the different regions Canada exports to.
"Complementing, expressing appreciation",Great work!
"Complementing, expressing appreciation","Impressed with how you manage these tools so well and produce well-designed, readable, clear information."
"Complementing, expressing appreciation","Dear Simon, thank you for taking time to comment and for your appreciations :)"
"Complementing, expressing appreciation","Hi Jan, thanks for comment."
"Complementing, expressing appreciation","Hi,I admire your work in comparing the data in the different locations across different periods."
"Complementing, expressing appreciation","Hi, Justine! Thank you for your comments!"
"Complementing, expressing appreciation","Thanks for your questions, they realy help me a lot!"
"Complementing, expressing appreciation",Excellent graphs
"Complementing, expressing appreciation","Hi, Dave! Thank you for your comment."
"Complementing, expressing appreciation",This is such an impressive work.
"Complementing, expressing appreciation","Congratulations, Hassel!"
"Complementing, expressing appreciation","Hi Sergio, thanks for taking time and write."
"Complementing, expressing appreciation","Hi Hassel, Thank you for these beautiful graphs."
"Complementing, expressing appreciation",There is something about how the lines intersect on the first graph that is really beautiful.
"Complementing, expressing appreciation",Wow this is a lot of hard work. Very insightful .
"Complementing, expressing appreciation","Hi Dimo,the Sankey chart looks great."
"Complementing, expressing appreciation","Hi Dima,nice observations!"
"Complementing, expressing appreciation","Hi, Dima --This looks great!"
"Complementing, expressing appreciation","Overall, a great visual"
"Complementing, expressing appreciation",Some excellent insights as well!
"Complementing, expressing appreciation","Hi Donna,your analysis is simple and clear."
"Complementing, expressing appreciation",thank you for this!
"Complementing, expressing appreciation","Thanks, Nicola."
"Complementing, expressing appreciation",Thank you for the link
"Complementing, expressing appreciation",This is a really strong start in wrangling a huge data set.
"Complementing, expressing appreciation","Thanks a lot, that is a really useful"
"Complementing, expressing appreciation",I appreciate really your advise.
"Complementing, expressing appreciation","Hi Macarena,Thanks a lot for all your indications."
"Complementing, expressing appreciation",Thanks to that I could begin to work.
"Complementing, expressing appreciation",Great work.
"Complementing, expressing appreciation",Very nice work with the maps and I like the way you presented your summary.
"Complementing, expressing appreciation","Hi Paula, thanks for your question!"
"Complementing, expressing appreciation","Hi Ruth, Thank you for this post."
"Complementing, expressing appreciation","Very cool, thanks, TJ!"
"Complementing, expressing appreciation","Hi Ruth,What a really nice work, congrats."
"Complementing, expressing appreciation",I love your data choice!
"Complementing, expressing appreciation","Hi Sharon,Congratulations, you explained it very well (the data) without making a graph."
"Complementing, expressing appreciation",Thanks for sharing.
"Complementing, expressing appreciation","Hi David, Ill love this kind of graphic"
"Complementing, expressing appreciation","Shalom David,Thanks for sharing your visualization and taking time to explain it."
"Complementing, expressing appreciation","Hey Sharon, I appreciate your feedback.Your criticism is valid, thank you for pointing it out."
"Complementing, expressing appreciation","Hi Matthew,I really appreciate your feedback."
"Complementing, expressing appreciation",Very nice use of the tools.
"Complementing, expressing appreciation","Hi Jonathan,I really appreciate your feedback."
"Complementing, expressing appreciation",Thanks Jonathan. That’s a good tip.
"Complementing, expressing appreciation",The data you used and the visualizations you made are really interesting.
"Complementing, expressing appreciation",I really enjoyed the way you presented your data.
"Complementing, expressing appreciation",It was very clear and visually atractive.
"Complementing, expressing appreciation",These visualizations are really clear and highlight some interesting aspects of this data set.
"Complementing, expressing appreciation",You’ve used color particularly well.
"Complementing, expressing appreciation",I especially like how you used it in the first image to classify a multivariate plot by continent.
"Complementing, expressing appreciation",Thank you for inspiring me!
"Complementing, expressing appreciation","Joseph,I love that you used lat and long values in the data to make quick maps."
"Complementing, expressing appreciation",Brilliant!
"Complementing, expressing appreciation",It’s a great way to visualize your data quickly to understand what patterns deserve a closer look.
"Complementing, expressing appreciation",Thank you for your interest.
"Complementing, expressing appreciation",This is really interesting!
"Complementing, expressing appreciation","Hi Abbi,Thank you for your reply."
"Complementing, expressing appreciation","I like your multiple graphs, it really helped to see each nation on their own."
"Complementing, expressing appreciation",I love your graph showing deaths from various diseases
"Complementing, expressing appreciation",This is cool!
"Complementing, expressing appreciation",Good call on taking out heart disease and cancer.
"Complementing, expressing appreciation",I really like your analysis.
"Complementing, expressing appreciation",It’s really simple and clearly showing the trends of tourists from different countries.
"Complementing, expressing appreciation",Nice analyse!
"Complementing, expressing appreciation",Thanks for the comment!
"Complementing, expressing appreciation",Thanks for sharing this.
"Complementing, expressing appreciation",Hi! Thanks for all the feedback Manoj!
"Complementing, expressing appreciation","Hey Julian,Great effort and full points for choosing such an interesting subject."
"Complementing, expressing appreciation",Great job though! :)
"Complementing, expressing appreciation","Hi, Julin.I’m impressed with the whole work"
"Complementing, expressing appreciation",Congratulations for your work and effort.
"Complementing, expressing appreciation",Very nice. I liked the color scheme
"Complementing, expressing appreciation","Hi Julian,Thank you very much for your in depth analysis."
"Complementing, expressing appreciation",The slope charts are a really great way to show change over time.
"Complementing, expressing appreciation",Thank you very much for sharing this project.
"Complementing, expressing appreciation",Hi Katica!Thank you!
"Complementing, expressing appreciation","Hi Julian, very interesting subject, thank you!"
"Complementing, expressing appreciation",Hi Julian!I was just happy to look at your chart!
"Complementing, expressing appreciation",Super colorful and cheerful!
"Complementing, expressing appreciation",Congratulations on the choice of colors and the contagious sensation when you see your research!
"Complementing, expressing appreciation",You did a beautiful job with Tableau!
"Complementing, expressing appreciation",Congratulations on the beautiful work!Thanks for sharing!
"Complementing, expressing appreciation",I think the third page that you did is look great.
"Complementing, expressing appreciation",Nice work Julian.
"Complementing, expressing appreciation",I am fascinated with the focus of your dataviz.
"Complementing, expressing appreciation",I liked your work very much.
"Complementing, expressing appreciation",Congratulations. It is well done!
"Complementing, expressing appreciation","Hi Julian,Great Storytelling with your visualizations."
"Complementing, expressing appreciation",The data is clearly represented and you take us through the explanations in a logical and engaging fashion.
"Complementing, expressing appreciation",Nice work. Thanks for sharing the story!
"Complementing, expressing appreciation",Hi Linda!Wow! You have a great eye! I totally missed that.
"Complementing, expressing appreciation",Thanks for exploring so closely!
"Complementing, expressing appreciation",The second one is fantastic.
"Complementing, expressing appreciation",You summarized the information and made it easier to understand.
"Complementing, expressing appreciation",The color coding of the text is excellent.
"Complementing, expressing appreciation","Hi Julian,Congratulations on your great choice of topic and beautiful visualization."
"Complementing, expressing appreciation",I think the slope charts were a perfect way to show this data and it made it very easy to quickly see changes over time.
"Complementing, expressing appreciation","Very interesting visualization, thank you for sharing."
"Complementing, expressing appreciation",Cannot believe you handled this much data. Great job
"Complementing, expressing appreciation",Nicely done. I liked it you made a guess about the factors which impact happiness.
"Complementing, expressing appreciation",Great topic and awesome work.
"Complementing, expressing appreciation","Also very cool to see the correlations between the amount of """"Freedoms"""" people have and the happiness level."
"Complementing, expressing appreciation",This is a lot of very good work.
"Complementing, expressing appreciation",Great job again
"Complementing, expressing appreciation",Amazing. Great work!
"Complementing, expressing appreciation",It’s a very complete story and well guided with the texts.
"Complementing, expressing appreciation",great job! It was awesome to be able to check the most happy countries in the world.
"Complementing, expressing appreciation",Your project is very clear
"Complementing, expressing appreciation",Great work!
"Complementing, expressing appreciation",I loved this
"Complementing, expressing appreciation",using this dataset gave me a great idea of what I can do with another project so thank you.
"Complementing, expressing appreciation",This is powerful and beautiful!
"Complementing, expressing appreciation",This is such a solid idea!
"Complementing, expressing appreciation",I love everything about this.
"Complementing, expressing appreciation","Kathleen, thank you very much I really appreciate it!"
"Complementing, expressing appreciation",That is incredible!
"Complementing, expressing appreciation",I love it.
"Complementing, expressing appreciation","Kathleen, thank you very much for your post"
"Complementing, expressing appreciation",thanks for the hint
"Complementing, expressing appreciation",Thank you for taking this on this topic.
"Complementing, expressing appreciation",The timeline below is beautiful.
"Complementing, expressing appreciation","You are well on your wayto create amazing data viz! I am sure, excellent! and inspiring"
"Complementing, expressing appreciation","Kimberly, thank you for your comment!"
"Complementing, expressing appreciation","Well done on creating such a compelling visualisation.I love that you have added """"week,month,year"""" option and the trend line changes based on the selected period."
"Complementing, expressing appreciation",Well done !
"Complementing, expressing appreciation",Great work !
"Complementing, expressing appreciation","Hi Felix,Fantastic job on this!"
"Complementing, expressing appreciation",Great use of monochromatic as well. Very compelling.
"Complementing, expressing appreciation",Good job!
"Complementing, expressing appreciation","Hello, Felix!I was impressed by this Flourish ability! Very shocking to see their performance and results! Congratulations!"
"Complementing, expressing appreciation",You have a lot of talent.
"Complementing, expressing appreciation","Hi Felix,This is great work! Thank you for sharing it."
"Complementing, expressing appreciation",The final result is quite compelling and really works.
"Complementing, expressing appreciation","Jessica, thanks for the feedback!"
"Complementing, expressing appreciation",Wow. This is one of the best data viz I’ve seen on this topic.
"Complementing, expressing appreciation",I also love you have the data by week
"Complementing, expressing appreciation",This was a winner.
"Complementing, expressing appreciation","Ebony, thank you for the feedback!"
"Complementing, expressing appreciation",Excellent infographic
"Complementing, expressing appreciation","This is amazing, and such an inspiration for the rest of us!"
"Complementing, expressing appreciation",I love the use of animation in this story.
"Complementing, expressing appreciation",Brilliant!
"Complementing, expressing appreciation",It’s fantastic!
"Complementing, expressing appreciation",Congratulations ! That is a fantastic data vis !!
"Complementing, expressing appreciation","Hi, FelixThis is powerful!"
"Complementing, expressing appreciation","Felix,Well done on your visualisation."
"Complementing, expressing appreciation",Very affecting.
"Complementing, expressing appreciation",Really great though.
"Complementing, expressing appreciation","Hi Annabelle,your story is really funny andat the same time instructive!Yours is an example of how to use charts and a story together andand be creative with a good imagination."
"Complementing, expressing appreciation",good ideas
"Complementing, expressing appreciation",This is absolutely brilliant I had such a good laugh
"Complementing, expressing appreciation","Annabelle, your story made me smile :-)"
"Complementing, expressing appreciation",Very creative! The visualization is wonderful and you have used so many variety of charts and graphs to tell the story. Great job!
"Complementing, expressing appreciation",Thank you for the feedback
"Complementing, expressing appreciation","This is excellent you used several graphic formats to demonstrate your findings. Interesting and made it comical. I am sure you spent a great deal of time on this chart, and made it look so easy"
"Complementing, expressing appreciation",thank you for the feedback.
"Complementing, expressing appreciation",The contrast looks great!
"Complementing, expressing appreciation",Your visualization is really fun and educational
"Complementing, expressing appreciation",nice work!
"Complementing, expressing appreciation",This is amazing! It’s interactive and as an informative storyline backed up with very good data.
"Complementing, expressing appreciation",I won’t change a thing about this story.
"Complementing, expressing appreciation","Great job, an amazing example of what is storytelling."
"Complementing, expressing appreciation","Hi, Annabelle,Congratulations for your story, It’s funny and very informative!"
"Complementing, expressing appreciation",I really enjoyed the little story
"Complementing, expressing appreciation",This is fantastic. A great use of graphics / data / text to tell a complete and understandable story.
"Complementing, expressing appreciation","Hi, Annabelle --I love this!"
"Complementing, expressing appreciation","You’ve created a very cute, engaging, and successful story. I have no idea how you came up with this idea, but it’s great. I particularly like using the """"possibility of crossing the path of a cat or scientist"""" as a risk case."
"Complementing, expressing appreciation","interesting and creative theme, even sounds funny"
"Complementing, expressing appreciation",the data is well used and the use of other resources is educational
"Complementing, expressing appreciation",It gives a fairly detailed overview of the state of the country in those years.
"Complementing, expressing appreciation",Great work! And nice use of motion graphics!
"Complementing, expressing appreciation","Thank you, the race chart was my favorite to build"
"Complementing, expressing appreciation","Hi, Takura,Amazing and usefull visualization!"
"Complementing, expressing appreciation",MarioThanks for the feedback
"Complementing, expressing appreciation",I find your visualizations very impressive.
"Complementing, expressing appreciation",Your visualizations provide both a great overview and detailed information.Thank you for sharing this project.
"Complementing, expressing appreciation",Thank you Katica
"Complementing, expressing appreciation",Thank you all for the constructive positive feedback and sharing your opinion.
"Complementing, expressing appreciation","Wow, Takura. This was such an interesting visualization and story to see and read."
"Complementing, expressing appreciation","I really appreciate the work you did, here.I really like the interactions you provide"
"Complementing, expressing appreciation",Your visualizations provide an excellent overview and presentation of the subject material.
"Complementing, expressing appreciation",This visualization is going to be very inspiring as I continue to use and practice with Flourish.
"Complementing, expressing appreciation","Thanks for creating and telling such an interesting, important story."
"Complementing, expressing appreciation",Thanks Christopher
"Complementing, expressing appreciation",Really like your visualization. I liked that you put the flags in the dots in the import visualization.
"Complementing, expressing appreciation",Those are some exceptional visuals.
"Complementing, expressing appreciation",Very well done.
"Complementing, expressing appreciation",This is impressive
"Complementing, expressing appreciation",You have excellently deployed all the techniques taught in the course. Bravo!Well done
"Complementing, expressing appreciation","Thanks very much, good to know the data and story is easy to understand"
"Complementing, expressing appreciation","Hi, Takura!I’ve specially appreciated the variety of graphs and options that you used."
"Complementing, expressing appreciation",Your presentation offers a lot of information.Congratulations
"Complementing, expressing appreciation",Nice graphics. The dynamic chart was a good way to show changes over time.I liked your explanations and the variety of graphs that you used.
"Complementing, expressing appreciation","Cool, thank you."
"Complementing, expressing appreciation",Fascinating story Takura
"Complementing, expressing appreciation",well done !
"Complementing, expressing appreciation",Very impressive work !
"Complementing, expressing appreciation","Hi,Great use of the range of visualisation formats that Flourish has to offer."
"Complementing, expressing appreciation",Congratulations for all this incredible work.
"Complementing, expressing appreciation",I like the fact that you have explored all kind of templates !
"Complementing, expressing appreciation",Thank you very much !
"Complementing, expressing appreciation",Really nice work! I love the animation on the line charts... such a great technique.
"Complementing, expressing appreciation","Mark, thanks for the suggestion!"
"Complementing, expressing appreciation","Hi,Very engaging story. I like it."
"Complementing, expressing appreciation",Great presentation. Good use of Flourish.
"Complementing, expressing appreciation",Great work and interesting comparaison!
"Complementing, expressing appreciation","really interesting subject, thanks a lot for the insight!"
"Complementing, expressing appreciation",That is a great idea.
"Complementing, expressing appreciation",I liked the templates you have used for each of the slides
"Complementing, expressing appreciation",Great work.Thanks
"Complementing, expressing appreciation","Thanks Meenakshi, great suggestion."
"Complementing, expressing appreciation",I really like movies and confess that have never watched one made in Bollywood.
"Complementing, expressing appreciation",Excellent job
"Complementing, expressing appreciation",You described perfectly the importance of the Bollywood film
"Complementing, expressing appreciation",Ithink what you did was amazing - you told a great story.
"Complementing, expressing appreciation",Amazing and inspiring!
"Complementing, expressing appreciation","Thank you Kimberly, good point"
"Complementing, expressing appreciation","Hi Michal, thanks for the feedback."
"Complementing, expressing appreciation",Your visualization was one of my favorites from the coursework
"Complementing, expressing appreciation",There was some great information on it.
"Complementing, expressing appreciation",Hi!I like the story!
"Complementing, expressing appreciation",Thanks for the excellent story!
"Complementing, expressing appreciation","Nice story, really informative and I like the sequence."
"Complementing, expressing appreciation","This is a really nice idea that you’ve taken up! I loved the very insightful, pithy data you’d provided alongside the graphs."
"Complementing, expressing appreciation",Very insightful and informative!
"Complementing, expressing appreciation","Stellar work Suman,Beautiful, clear visualizations; annotations were well phrased and drove the story"
"Complementing, expressing appreciation",Hi Katica!Amazing job!
"Complementing, expressing appreciation",The landing page is very vivid and captures the tone of happiness very well
"Complementing, expressing appreciation","I loved your work, it looks"
"Complementing, expressing appreciation",superb!
"Complementing, expressing appreciation",I am amazed you did this with so many countries! Great job!
"Complementing, expressing appreciation",Thank you Kimberly
"Complementing, expressing appreciation",Good viz. It is nice to see the patterns.
"Complementing, expressing appreciation","I think it is great that you have chosen small multiples to display Bachelor, Master degree and subject separately."
"Complementing, expressing appreciation",It is an efficient way to display plenty of data in comprehensible and clear way.
"Complementing, expressing appreciation",I think it is very useful that you have chosen to display the number of diplomas as well as the change year by year.
"Complementing, expressing appreciation",Awesome Insight into the whats happening over time
"Complementing, expressing appreciation",I really enjoyed the descriptive annotation that was before each visual.
"Complementing, expressing appreciation",I think this was well done. I liked the additional breakout of Bachelor’s vs. Master’s by gender.
"Complementing, expressing appreciation","Cathelijn,I enjoyed discovering your project!It’s both informative and easy to investigate."
"Complementing, expressing appreciation","The data is also interesting itself, so I appreciate your job."
"Complementing, expressing appreciation",I appreciate that you took
"Complementing, expressing appreciation",the time to try to use them.
"Complementing, expressing appreciation","I think this is a unique and interesting topic, and the data is compelling."
"Complementing, expressing appreciation",you’re crafted a compelling story. Great work!
"Complementing, expressing appreciation",That is actually a great suggestion!
"Complementing, expressing appreciation","I really like it overall - it’s a good, clean design."
"Complementing, expressing appreciation",That is a great idea.
"Complementing, expressing appreciation","Congratulations, your first graph is the greatest I have seen around here."
"Complementing, expressing appreciation",It looks superb!
"Complementing, expressing appreciation","Fascinting topic and great optics, I love the """"Clarissa explains it all""""-style."
"Complementing, expressing appreciation",This is extremely impressive!
"Complementing, expressing appreciation","I am particularly impressed with your """"binning"""" the political parties into your SIDE mnemonic, which greatly simplifies the understanding of the situation."
"Complementing, expressing appreciation",I too had some trouble with Flourish. I think your findings are really interesting and I hope you dig deeper!
Vocatives (addressing individual),"Hello Christopher,What a nice topic"
Vocatives (addressing individual),"Hi, Rodrigo --Many thanks for the feedback!"
Vocatives (addressing individual),Hi Christopher!Really interesting topic!
Vocatives (addressing individual),Thanks for the great post!Perry
Vocatives (addressing individual),"Hi, Perry --I’m hoping to dig into some of the areas you’ve mentioned."
Vocatives (addressing individual),Christopher--Truly fascinating topic!
Vocatives (addressing individual),"Hi, Steve --You beat me to it!"
Vocatives (addressing individual),"Christopher,As a few music fan, I am keenly aware of the """"curse of 27,"""""
Vocatives (addressing individual),"Dear Brett,Interesting dataset and infographics"
Vocatives (addressing individual),"Brett,For your first visualization (the line graph), did you consider taking the wide ranges and transforming them by giving them some common denominator"
Vocatives (addressing individual),"Hi Charlotte, very interesting topic, you have opened quite a lot the research, spared no effort to understand your data in various ways, this is very cool."
Vocatives (addressing individual),"Hi Daniel,Thanks for responding to my entry and for the feedback!"
Vocatives (addressing individual),"Charlotte,Thank you for posting all of the different ways that you played with the data to then look for associations."
Vocatives (addressing individual),Thanks for your input Diego!
Vocatives (addressing individual),"Hi, Santiago --As has been mentioned, the readership of RS may account for the skew towards the 60s and 70s"
Vocatives (addressing individual),"Hi Chistopher, thanks for your comments!"
Vocatives (addressing individual),"Santiago,I really like that you chose data visualizations that were part of our lecture"
Vocatives (addressing individual),"Hi, Hannie.Still a very relevant insight to explore, unfortunately."
Vocatives (addressing individual),"Hi Daniel,Thanks for your comments."
Vocatives (addressing individual),"Hello, Lyn. Thank you for you comment!"
Vocatives (addressing individual),"Hello Angel,I have been to the Galicia region and can vouch that it is beautiful and filled with friendly people."
Vocatives (addressing individual),"Hello, Cathleen. Thank you for your response!"
Vocatives (addressing individual),"Hello Angel,Being a MD myself (worked 20 years in hospital) I am curious of course."
Vocatives (addressing individual),"Hello, Jan. Thank you for your expert view!"
Vocatives (addressing individual),"Hi Valentina,I really like your use of the borough icons as filters in your dashboards!"
Vocatives (addressing individual),"Hi Valentina,Great job creating different views of the data you had."
Vocatives (addressing individual),Valentina great work!
Vocatives (addressing individual),"Jorge,That’s an interesting question you decided to investigate here."
Vocatives (addressing individual),"Jorge,Wonderful work!"
Vocatives (addressing individual),Sound topic Maayan!
Vocatives (addressing individual),Thanks Dorris for feedback!
Vocatives (addressing individual),"That’s what I was wondering as well, Stephan."
Vocatives (addressing individual),Hello Julie I see that we use data of the same nature
Vocatives (addressing individual),"Dear Simon, thank you for taking time to comment and for your appreciations :)"
Vocatives (addressing individual),"Hi Jan, thanks for comment."
Vocatives (addressing individual),"Hi, Justine! Thank you for your comments!"
Vocatives (addressing individual),"Hi, Dave! Thank you for your comment."
Vocatives (addressing individual),"Congratulations, Hassel!"
Vocatives (addressing individual),"Hi Sergio, thanks for taking time and write."
Vocatives (addressing individual),"Hi Hassel, Thank you for these beautiful graphs."
Vocatives (addressing individual),"Hi TJ, i am glad to hear that you had good times in my country!"
Vocatives (addressing individual),"Hi Dimo,the Sankey chart looks great."
Vocatives (addressing individual),"Hi Dima,nice observations!"
Vocatives (addressing individual),Hi Dima.I like this topic that you chose.
Vocatives (addressing individual),"Hi, Dima --This looks great!"
Vocatives (addressing individual),"Hi Donna,your analysis is simple and clear."
Vocatives (addressing individual),"Thanks, Nicola."
Vocatives (addressing individual),"Hi Macarena,Thanks a lot, that is a really useful"
Vocatives (addressing individual),"Hi Santiago,Happy to be helpful."
Vocatives (addressing individual),"Hi Macarena,Thanks a lot for all your indications."
Vocatives (addressing individual),"Hi Paula, thanks for your question!"
Vocatives (addressing individual),"Hi Ruth, Thank you for this post."
Vocatives (addressing individual),"Very cool, thanks, TJ!"
Vocatives (addressing individual),"Hi Ruth,What a really nice work, congrats."
Vocatives (addressing individual),"Hi Sharon,Congratulations"
Vocatives (addressing individual),"Hi David, Ill love this kind of graphic"
Vocatives (addressing individual),"Shalom David,Thanks for sharing your visualization and taking time to explain it."
Vocatives (addressing individual),"Hey Sharon, I appreciate your feedback."
Vocatives (addressing individual),Hello DavidI’d also like to make such a graph in local elections.
Vocatives (addressing individual),"Hi Matthew,I really appreciate your feedback."
Vocatives (addressing individual),"Hi Paolo,I can sympathize with the inconsistency in data sources."
Vocatives (addressing individual),"Hi Jonathan,I really appreciate your feedback."
Vocatives (addressing individual),Thanks Jonathan. That’s a good tip.
Vocatives (addressing individual),"Hi Eveline,Great that you have identified an interesting story in Qatar."
Vocatives (addressing individual),"Joseph,I love that you used lat and long values in the data to make quick maps."
Vocatives (addressing individual),"Hi Graysen,I think you really have something here!"
Vocatives (addressing individual),"Hi Kat,Yes I will be looking for the trends."
Vocatives (addressing individual),"Hi Arjen,I am certainly going to be looking for what happened"
Vocatives (addressing individual),"Hi Abbi,Thank you for your reply."
Vocatives (addressing individual),"Hi Julian,Few thoughts."
Vocatives (addressing individual),Hi! Thanks for all the feedback Manoj!
Vocatives (addressing individual),"Hey Julian,Great effort and full points for choosing such an interesting subject."
Vocatives (addressing individual),"Hi, Julin.I’m impressed with the whole work"
Vocatives (addressing individual),"Hi Julian,Thank you very much for your in depth analysis."
Vocatives (addressing individual),Hi Katica!Thank you!
Vocatives (addressing individual),"Hi Julian, very interesting subject, thank you!"
Vocatives (addressing individual),Nice work Julian.
Vocatives (addressing individual),"Hi Julian,Great Storytelling with your visualizations."
Vocatives (addressing individual),"Hi Julian,Congratulations on your great choice of topic and beautiful visualization."
Vocatives (addressing individual),"Hi Julia,This is a topic I really loved to read during my graduation."
Vocatives (addressing individual),"Kathleen, thank you very much I really appreciate it!"
Vocatives (addressing individual),"Kathleen, thank you very much for your post"
Vocatives (addressing individual),"Kimberly, thank you for your comment!"
Vocatives (addressing individual),"Hi Felix,Fantastic job on this!"
Vocatives (addressing individual),"Ebony, thank you for the feedback!"
Vocatives (addressing individual),Hello Felix !!
Vocatives (addressing individual),"Hi, FelixThis is powerful!"
Vocatives (addressing individual),"Annabelle, your story made me smile :-)"
Vocatives (addressing individual),"Hi, Annabelle,Congratulations for your story"
Vocatives (addressing individual),"Hi, Annabelle --I love this!"
Vocatives (addressing individual),"Takura,I see you took this course to heart and used every graph style available."
Vocatives (addressing individual),Thanks Dave
Vocatives (addressing individual),MarioThanks for the feedback
Vocatives (addressing individual),"Hi Takura,WOW."
Vocatives (addressing individual),Thank you Katica
Vocatives (addressing individual),"Wow, Takura. This was such an interesting visualization and story to see and read."
Vocatives (addressing individual),Thanks Christopher
Vocatives (addressing individual),Hi Emmanuel
Vocatives (addressing individual),Hi Roger
Vocatives (addressing individual),"Hi, Takura!"
Vocatives (addressing individual),Hi Belen
Vocatives (addressing individual),Fascinating story Takura
Vocatives (addressing individual),Hi Tamara
Vocatives (addressing individual),Hey Royden
Vocatives (addressing individual),Hello Takura
Vocatives (addressing individual),Thanks very much Michaela
Vocatives (addressing individual),"Mark, thanks for the suggestion!"
Vocatives (addressing individual),Thank you Annabelle.
Vocatives (addressing individual),Hi Su Mi
Vocatives (addressing individual),Hi Felix
Vocatives (addressing individual),"Thanks Meenakshi, great suggestion."
Vocatives (addressing individual),Hi Diego
Vocatives (addressing individual),Thank you Kimberly
Vocatives (addressing individual),"Hi Michal, thanks for the feedback."
Vocatives (addressing individual),Hi Katica!
Vocatives (addressing individual),Hi Katica
Vocatives (addressing individual),This visualization is really neat!
Vocatives (addressing individual),Hello Katika!
Vocatives (addressing individual),"Katica, you did a great job!"
Vocatives (addressing individual),"Carlo, nice visualization!"
Vocatives (addressing individual),Thank you Kimberly
Vocatives (addressing individual),"Hi Carlo,"
Vocatives (addressing individual),"Cathelijn,I enjoyed discovering your project!It’s both informative and easy to investigate."
Vocatives (addressing individual),Hello Sandra
Vocatives (addressing individual),"Hey Kathleen, very nice job."
Vocatives (addressing individual),"Hi Kath,Very interesting findings indeed."
Vocatives (addressing individual),"Thank you for the suggestion, Tamara!"
Vocatives (addressing individual),"Hi David,"
Vocatives (addressing individual),What an
Vocatives (addressing individual),excellent work.
Vocatives (addressing individual),"Hi, David --This is extremely impressive!"
Vocatives (addressing individual),"Great work, Tami!"
"Phatics, salutations and greetings, Social sharing",Good luck with the rest of your investigations!
"Phatics, salutations and greetings, Social sharing",Good luck with the course!
"Phatics, salutations and greetings, Social sharing",All the best
"Phatics, salutations and greetings, Social sharing",Keep up the good work!
"Phatics, salutations and greetings, Social sharing",Best of luck !
"Phatics, salutations and greetings, Social sharing",Strong hug.
"Phatics, salutations and greetings, Social sharing",Good luck
"Phatics, salutations and greetings, Social sharing",Keep going!
"Phatics, salutations and greetings, Social sharing",Good luck with your work as a datavis/journalist
"Phatics, salutations and greetings, Social sharing",Wish you all the best.
"Phatics, salutations and greetings, Social sharing",Keep up the good work!
"Phatics, salutations and greetings, Social sharing",Hopefully you feel more comfortable working with Flourish and have a better understanding of the types of visualizations to use with various data sets.
"Phatics, salutations and greetings, Social sharing",Keep up the good work!
Self-disclosure & expressing values,"Since I have worked with multiple data visualization tools, I know that they each have their pros and cons."
